"trial","trial_in_block","block","gate","target_image","chosen_image","chosen_img_index","correct","rt","date","id","gender","age","asl_fluency","age_learned_asl","gate_name","gate_num"
"33","33","1","book_where_4_08_6","book","book","0",TRUE,"5699","2015-04-27-10-22",11,"Male","27","[undefined]","0","book_where_4","6"
"34","34","1","car_where_3_21_1","car","car","1",TRUE,"6571","2015-04-27-10-22",11,"Male","27","[undefined]","0","car_where_3","1"
"35","35","1","bird_look_1_27_4","bird","bird","0",TRUE,"3863","2015-04-27-10-22",11,"Male","27","[undefined]","0","bird_look","4"
"36","36","1","book_which_1_27_1","book","car","1",FALSE,"3755","2015-04-27-10-22",11,"Male","27","[undefined]","0","book_which","1"
"37","37","1","ball_find_2_05_5","ball","shoe","0",FALSE,"4037","2015-04-27-10-22",11,"Male","27","[undefined]","0","ball_find","5"
"38","38","1","love_bird_3_20_2","bird","bird","0",TRUE,"4710","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_bird","2"
"39","1","2","car_where_3_23_3","car","car","0",TRUE,"5137","2015-04-27-10-22",11,"Male","27","[undefined]","0","car_where_3","3"
"40","2","2","car_which_1_26_1","car","car","1",TRUE,"3288","2015-04-27-10-22",11,"Male","27","[undefined]","0","car_which","1"
"41","3","2","love_car_3_21_4","car","car","0",TRUE,"5182","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_car","4"
"42","4","2","love_bird_3_24_6","bird","cat","1",FALSE,"13866","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_bird","6"
"43","5","2","ball_which_2_00_1","ball","shoe","0",FALSE,"3058","2015-04-27-10-22",11,"Male","27","[undefined]","0","ball_which","1"
"44","6","2","cat_where_4_02_5","cat","cat","1",TRUE,"5501","2015-04-27-10-22",11,"Male","27","[undefined]","0","cat_where","5"
"45","7","2","love_shoes_3_14_2","shoe","shoe","0",TRUE,"4335","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_shoes","2"
"46","8","2","love_ball_3_19_3","ball","ball","1",TRUE,"5244","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_ball","3"
"47","9","2","bird_where_1_25_1","bird","bird","0",TRUE,"3367","2015-04-27-10-22",11,"Male","27","[undefined]","0","bird_where_1","1"
"48","10","2","shoe_hey_2_27_3","shoe","shoe","1",TRUE,"4571","2015-04-27-10-22",11,"Male","27","[undefined]","0","shoe_hey","3"
"49","11","2","love_bear_3_19_3","bear","bear","1",TRUE,"5331","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_bear","3"
"50","12","2","kitty_hey_3_03_4","cat","cat","0",TRUE,"4758","2015-04-27-10-22",11,"Male","27","[undefined]","0","kitty_hey","4"
"51","13","2","ball_find_2_06_6","ball","ball","1",TRUE,"3915","2015-04-27-10-22",11,"Male","27","[undefined]","0","ball_find","6"
"52","14","2","doll_find_1_29_2","doll","doll","1",TRUE,"3344","2015-04-27-10-22",11,"Male","27","[undefined]","0","doll_find","2"
"53","15","2","book_where_4_04_2","book","book","1",TRUE,"5994","2015-04-27-10-22",11,"Male","27","[undefined]","0","book_where_4","2"
"54","16","2","ball_where_1_25_5","ball","ball","0",TRUE,"3416","2015-04-27-10-22",11,"Male","27","[undefined]","0","ball_where_1","5"
"55","17","2","love_doll_3_20_1","doll","bear","1",FALSE,"4663","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_doll","1"
"56","18","2","bear_which_1_28_6","bear","bear","0",TRUE,"2839","2015-04-27-10-22",11,"Male","27","[undefined]","0","bear_which","6"
"57","19","2","bird_look_1_25_2","bird","bird","1",TRUE,"4561","2015-04-27-10-22",11,"Male","27","[undefined]","0","bird_look","2"
"58","20","2","shoes_where_4_01_6","shoe","shoe","0",TRUE,"5280","2015-04-27-10-22",11,"Male","27","[undefined]","0","shoes_where","6"
"59","21","2","cat_which_1_27_6","cat","cat","0",TRUE,"3773","2015-04-27-10-22",11,"Male","27","[undefined]","0","cat_which","6"
"60","22","2","doll_where_3_28_3","doll","bear","0",FALSE,"5392","2015-04-27-10-22",11,"Male","27","[undefined]","0","doll_where_3","3"
"61","23","2","kitty_where_2_07_5","cat","cat","1",TRUE,"3820","2015-04-27-10-22",11,"Male","27","[undefined]","0","kitty_where","5"
"62","24","2","car_where_1_20_1","car","car","1",TRUE,"3270","2015-04-27-10-22",11,"Male","27","[undefined]","0","car_where_1","1"
"63","25","2","bear_look_1_29_3","bear","bear","0",TRUE,"3024","2015-04-27-10-22",11,"Male","27","[undefined]","0","bear_look","3"
"64","26","2","doll_which_1_25_6","doll","doll","0",TRUE,"3444","2015-04-27-10-22",11,"Male","27","[undefined]","0","doll_which","6"
"65","27","2","love_cat_3_21_1","cat","cat","0",TRUE,"7604","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_cat","1"
"66","28","2","love_book_3_28_5","book","book","1",TRUE,"5222","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_book","5"
"67","29","2","shoe_where_1_22_5","shoe","shoe","1",TRUE,"3418","2015-04-27-10-22",11,"Male","27","[undefined]","0","shoe_where","5"
"68","30","2","book_look_2_05_5","book","book","1",TRUE,"3542","2015-04-27-10-22",11,"Male","27","[undefined]","0","book_look","5"
"69","31","2","shoes_which_1_24_3","shoe","shoe","0",TRUE,"3291","2015-04-27-10-22",11,"Male","27","[undefined]","0","shoes_which","3"
"70","32","2","bear_where_4_07_5","bear","bear","1",TRUE,"5370","2015-04-27-10-22",11,"Male","27","[undefined]","0","bear_where_4","5"
"71","33","2","book_which_2_01_5","book","book","0",TRUE,"3085","2015-04-27-10-22",11,"Male","27","[undefined]","0","book_which","5"
"72","34","2","bird_where_4_10_5","bird","bird","1",TRUE,"5657","2015-04-27-10-22",11,"Male","27","[undefined]","0","bird_where_4","5"
"73","35","2","ball_where_4_10_5","ball","ball","0",TRUE,"4957","2015-04-27-10-22",11,"Male","27","[undefined]","0","ball_where_4","5"
"74","36","2","bear_where_1_27_3","bear","bear","1",TRUE,"4893","2015-04-27-10-22",11,"Male","27","[undefined]","0","bear_where_1","3"
"75","37","2","book_where_2_04_5","book","book","1",TRUE,"3575","2015-04-27-10-22",11,"Male","27","[undefined]","0","book_where_2","5"
"76","38","2","doll_where_1_25_2","doll","doll","0",TRUE,"2837","2015-04-27-10-22",11,"Male","27","[undefined]","0","doll_where_1","2"
"77","1","3","kitty_hey_3_00_1","cat","bird","0",FALSE,"6724","2015-04-27-10-22",11,"Male","27","[undefined]","0","kitty_hey","1"
"78","2","3","bear_where_4_03_1","bear","doll","1",FALSE,"5188","2015-04-27-10-22",11,"Male","27","[undefined]","0","bear_where_4","1"
"79","3","3","bird_look_1_29_6","bird","bird","0",TRUE,"3410","2015-04-27-10-22",11,"Male","27","[undefined]","0","bird_look","6"
"80","4","3","bird_where_4_11_6","bird","bird","0",TRUE,"5313","2015-04-27-10-22",11,"Male","27","[undefined]","0","bird_where_4","6"
"81","5","3","book_which_1_28_2","book","book","1",TRUE,"5291","2015-04-27-10-22",11,"Male","27","[undefined]","0","book_which","2"
"82","6","3","doll_which_1_22_3","doll","doll","0",TRUE,"3133","2015-04-27-10-22",11,"Male","27","[undefined]","0","doll_which","3"
"83","7","3","kitty_where_2_03_1","cat","bird","1",FALSE,"3161","2015-04-27-10-22",11,"Male","27","[undefined]","0","kitty_where","1"
"84","8","3","car_where_3_25_5","car","car","0",TRUE,"4909","2015-04-27-10-22",11,"Male","27","[undefined]","0","car_where_3","5"
"85","9","3","love_bird_3_22_4","bird","cat","0",FALSE,"5269","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_bird","4"
"86","10","3","book_look_2_02_2","book","car","1",FALSE,"3760","2015-04-27-10-22",11,"Male","27","[undefined]","0","book_look","2"
"87","11","3","car_which_1_27_2","car","car","0",TRUE,"4455","2015-04-27-10-22",11,"Male","27","[undefined]","0","car_which","2"
"88","12","3","bear_look_2_01_5","bear","bear","0",TRUE,"3002","2015-04-27-10-22",11,"Male","27","[undefined]","0","bear_look","5"
"89","13","3","shoes_which_1_22_1","shoe","shoe","1",TRUE,"3015","2015-04-27-10-22",11,"Male","27","[undefined]","0","shoes_which","1"
"90","14","3","ball_where_4_08_3","ball","ball","1",TRUE,"5521","2015-04-27-10-22",11,"Male","27","[undefined]","0","ball_where_4","3"
"91","15","3","book_where_2_02_3","book","car","0",FALSE,"3519","2015-04-27-10-22",11,"Male","27","[undefined]","0","book_where_2","3"
"92","16","3","bird_where_1_29_5","bird","bird","1",TRUE,"3762","2015-04-27-10-22",11,"Male","27","[undefined]","0","bird_where_1","5"
"93","17","3","car_where_1_22_3","car","car","1",TRUE,"3728","2015-04-27-10-22",11,"Male","27","[undefined]","0","car_where_1","3"
"94","18","3","bear_which_1_25_3","bear","doll","0",FALSE,"3686","2015-04-27-10-22",11,"Male","27","[undefined]","0","bear_which","3"
"95","19","3","love_doll_3_23_4","doll","doll","0",TRUE,"4747","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_doll","4"
"96","20","3","love_book_3_25_2","book","book","1",TRUE,"5072","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_book","2"
"97","21","3","love_shoes_3_16_4","shoe","shoe","1",TRUE,"5321","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_shoes","4"
"98","22","3","bear_where_1_29_5","bear","bear","1",TRUE,"2761","2015-04-27-10-22",11,"Male","27","[undefined]","0","bear_where_1","5"
"99","23","3","love_cat_3_26_6","cat","cat","0",TRUE,"4661","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_cat","6"
"100","24","3","love_ball_3_17_1","ball","ball","0",TRUE,"5090","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_ball","1"
"101","25","3","doll_where_1_28_5","doll","doll","1",TRUE,"3094","2015-04-27-10-22",11,"Male","27","[undefined]","0","doll_where_1","5"
"102","26","3","love_bear_3_22_6","bear","bear","0",TRUE,"5074","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_bear","6"
"103","27","3","book_where_4_06_4","book","book","1",TRUE,"6204","2015-04-27-10-22",11,"Male","27","[undefined]","0","book_where_4","4"
"104","28","3","shoe_hey_2_25_1","shoe","ball","0",FALSE,"4331","2015-04-27-10-22",11,"Male","27","[undefined]","0","shoe_hey","1"
"105","29","3","ball_which_2_01_2","ball","ball","1",TRUE,"4418","2015-04-27-10-22",11,"Male","27","[undefined]","0","ball_which","2"
"106","30","3","shoe_where_1_23_6","shoe","shoe","1",TRUE,"3041","2015-04-27-10-22",11,"Male","27","[undefined]","0","shoe_where","6"
"107","31","3","doll_where_3_27_2","doll","bear","0",FALSE,"6625","2015-04-27-10-22",11,"Male","27","[undefined]","0","doll_where_3","2"
"108","32","3","shoes_where_3_27_2","shoe","shoe","0",TRUE,"6201","2015-04-27-10-22",11,"Male","27","[undefined]","0","shoes_where","2"
"109","33","3","cat_which_1_24_3","cat","cat","0",TRUE,"3208","2015-04-27-10-22",11,"Male","27","[undefined]","0","cat_which","3"
"110","34","3","ball_where_1_22_2","ball","shoe","0",FALSE,"3543","2015-04-27-10-22",11,"Male","27","[undefined]","0","ball_where_1","2"
"111","35","3","cat_where_4_03_6","cat","cat","0",TRUE,"5427","2015-04-27-10-22",11,"Male","27","[undefined]","0","cat_where","6"
"112","36","3","love_car_3_22_5","car","car","1",TRUE,"4948","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_car","5"
"113","37","3","doll_find_1_28_1","doll","doll","0",TRUE,"3042","2015-04-27-10-22",11,"Male","27","[undefined]","0","doll_find","1"
"114","38","3","ball_find_2_04_4","ball","ball","0",TRUE,"3335","2015-04-27-10-22",11,"Male","27","[undefined]","0","ball_find","4"
"115","1","4","doll_where_4_00_5","doll","doll","1",TRUE,"5351","2015-04-27-10-22",11,"Male","27","[undefined]","0","doll_where_3","5"
"116","2","4","cat_which_1_22_1","cat","bird","1",FALSE,"3755","2015-04-27-10-22",11,"Male","27","[undefined]","0","cat_which","1"
"117","3","4","love_cat_3_23_3","cat","cat","0",TRUE,"5085","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_cat","3"
"118","4","4","love_shoes_3_17_5","shoe","shoe","0",TRUE,"4394","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_shoes","5"
"119","5","4","ball_where_1_24_4","ball","ball","0",TRUE,"3835","2015-04-27-10-22",11,"Male","27","[undefined]","0","ball_where_1","4"
"120","6","4","bird_where_4_07_2","bird","bird","1",TRUE,"5688","2015-04-27-10-22",11,"Male","27","[undefined]","0","bird_where_4","2"
"121","7","4","car_where_3_22_2","car","car","1",TRUE,"5012","2015-04-27-10-22",11,"Male","27","[undefined]","0","car_where_3","2"
"122","8","4","car_which_2_00_5","car","car","0",TRUE,"3036","2015-04-27-10-22",11,"Male","27","[undefined]","0","car_which","5"
"123","9","4","book_look_2_01_1","book","car","1",FALSE,"4820","2015-04-27-10-22",11,"Male","27","[undefined]","0","book_look","1"
"124","10","4","ball_find_2_02_2","ball","shoe","0",FALSE,"4361","2015-04-27-10-22",11,"Male","27","[undefined]","0","ball_find","2"
"125","11","4","doll_where_1_29_6","doll","doll","1",TRUE,"4361","2015-04-27-10-22",11,"Male","27","[undefined]","0","doll_where_1","6"
"126","12","4","love_bear_3_18_2","bear","bear","1",TRUE,"5976","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_bear","2"
"127","13","4","doll_find_2_00_3","doll","bear","1",FALSE,"13722","2015-04-27-10-22",11,"Male","27","[undefined]","0","doll_find","3"
"128","14","4","love_doll_3_25_6","doll","doll","0",TRUE,"4954","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_doll","6"
"129","15","4","book_where_4_07_5","book","book","0",TRUE,"6901","2015-04-27-10-22",11,"Male","27","[undefined]","0","book_where_4","5"
"130","16","4","bear_look_2_02_6","bear","bear","1",TRUE,"3021","2015-04-27-10-22",11,"Male","27","[undefined]","0","bear_look","6"
"131","17","4","kitty_hey_3_01_2","cat","cat","1",TRUE,"6658","2015-04-27-10-22",11,"Male","27","[undefined]","0","kitty_hey","2"
"132","18","4","love_bird_3_23_5","bird","bird","1",TRUE,"6056","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_bird","5"
"133","19","4","shoes_where_3_28_3","shoe","shoe","0",TRUE,"7038","2015-04-27-10-22",11,"Male","27","[undefined]","0","shoes_where","3"
"134","20","4","shoe_hey_2_26_2","shoe","ball","0",FALSE,"4483","2015-04-27-10-22",11,"Male","27","[undefined]","0","shoe_hey","2"
"135","21","4","bear_which_1_23_1","bear","doll","1",FALSE,"4749","2015-04-27-10-22",11,"Male","27","[undefined]","0","bear_which","1"
"136","22","4","bear_where_4_08_6","bear","bear","0",TRUE,"5093","2015-04-27-10-22",11,"Male","27","[undefined]","0","bear_where_4","6"
"137","23","4","book_which_2_02_6","book","book","1",TRUE,"3080","2015-04-27-10-22",11,"Male","27","[undefined]","0","book_which","6"
"138","24","4","ball_which_2_04_5","ball","ball","1",TRUE,"3641","2015-04-27-10-22",11,"Male","27","[undefined]","0","ball_which","5"
"139","25","4","book_where_2_01_2","book","book","0",TRUE,"3370","2015-04-27-10-22",11,"Male","27","[undefined]","0","book_where_2","2"
"140","26","4","bird_where_1_26_2","bird","bird","0",TRUE,"3742","2015-04-27-10-22",11,"Male","27","[undefined]","0","bird_where_1","2"
"141","27","4","shoes_which_1_23_2","shoe","shoe","0",TRUE,"2966","2015-04-27-10-22",11,"Male","27","[undefined]","0","shoes_which","2"
"142","28","4","car_where_1_23_4","car","car","0",TRUE,"3526","2015-04-27-10-22",11,"Male","27","[undefined]","0","car_where_1","4"
"143","29","4","kitty_where_2_05_3","cat","cat","0",TRUE,"3611","2015-04-27-10-22",11,"Male","27","[undefined]","0","kitty_where","3"
"144","30","4","bear_where_1_26_2","bear","bear","0",TRUE,"3280","2015-04-27-10-22",11,"Male","27","[undefined]","0","bear_where_1","2"
"145","31","4","doll_which_1_23_4","doll","doll","1",TRUE,"3334","2015-04-27-10-22",11,"Male","27","[undefined]","0","doll_which","4"
"146","32","4","cat_where_4_01_4","cat","cat","1",TRUE,"5672","2015-04-27-10-22",11,"Male","27","[undefined]","0","cat_where","4"
"147","33","4","ball_where_4_06_1","ball","ball","1",TRUE,"6235","2015-04-27-10-22",11,"Male","27","[undefined]","0","ball_where_4","1"
"148","34","4","shoe_where_1_18_1","shoe","shoe","0",TRUE,"2762","2015-04-27-10-22",11,"Male","27","[undefined]","0","shoe_where","1"
"149","35","4","love_book_3_26_3","book","car","1",FALSE,"5978","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_book","3"
"150","36","4","love_car_3_23_6","car","car","0",TRUE,"4593","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_car","6"
"151","37","4","bird_look_1_28_5","bird","bird","0",TRUE,"3020","2015-04-27-10-22",11,"Male","27","[undefined]","0","bird_look","5"
"152","38","4","love_ball_3_18_2","ball","ball","1",TRUE,"4738","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_ball","2"
"153","1","5","doll_which_1_20_1","doll","bear","1",FALSE,"3164","2015-04-27-10-22",11,"Male","27","[undefined]","0","doll_which","1"
"154","2","5","love_shoes_3_13_1","shoe","shoe","0",TRUE,"4770","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_shoes","1"
"155","3","5","ball_where_4_11_6","ball","ball","0",TRUE,"5079","2015-04-27-10-22",11,"Male","27","[undefined]","0","ball_where_4","6"
"156","4","5","car_where_1_24_5","car","car","0",TRUE,"2840","2015-04-27-10-22",11,"Male","27","[undefined]","0","car_where_1","5"
"157","5","5","love_car_3_19_2","car","car","0",TRUE,"4893","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_car","2"
"158","6","5","love_bear_3_21_5","bear","bear","1",TRUE,"4751","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_bear","5"
"159","7","5","doll_where_3_29_4","doll","doll","0",TRUE,"5128","2015-04-27-10-22",11,"Male","27","[undefined]","0","doll_where_3","4"
"160","8","5","love_ball_3_22_6","ball","ball","1",TRUE,"4766","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_ball","6"
"161","9","5","shoe_where_1_20_3","shoe","shoe","1",TRUE,"3157","2015-04-27-10-22",11,"Male","27","[undefined]","0","shoe_where","3"
"162","10","5","shoes_where_3_29_4","shoe","shoe","0",TRUE,"5390","2015-04-27-10-22",11,"Male","27","[undefined]","0","shoes_where","4"
"163","11","5","bear_where_4_04_2","bear","bear","1",TRUE,"5708","2015-04-27-10-22",11,"Male","27","[undefined]","0","bear_where_4","2"
"164","12","5","ball_where_1_23_3","ball","shoe","1",FALSE,"3018","2015-04-27-10-22",11,"Male","27","[undefined]","0","ball_where_1","3"
"165","13","5","doll_where_1_27_4","doll","doll","0",TRUE,"3334","2015-04-27-10-22",11,"Male","27","[undefined]","0","doll_where_1","4"
"166","14","5","love_bird_3_21_3","bird","cat","0",FALSE,"5212","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_bird","3"
"167","15","5","cat_where_4_00_3","cat","cat","0",TRUE,"5196","2015-04-27-10-22",11,"Male","27","[undefined]","0","cat_where","3"
"168","16","5","ball_find_2_03_3","ball","shoe","1",FALSE,"4399","2015-04-27-10-22",11,"Male","27","[undefined]","0","ball_find","3"
"169","17","5","kitty_where_2_08_6","cat","cat","0",TRUE,"3662","2015-04-27-10-22",11,"Male","27","[undefined]","0","kitty_where","6"
"170","18","5","car_where_3_26_6","car","car","0",TRUE,"5337","2015-04-27-10-22",11,"Male","27","[undefined]","0","car_where_3","6"
"171","19","5","kitty_hey_3_04_5","cat","cat","0",TRUE,"4332","2015-04-27-10-22",11,"Male","27","[undefined]","0","kitty_hey","5"
"172","20","5","love_doll_3_24_5","doll","doll","1",TRUE,"5283","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_doll","5"
"173","21","5","doll_find_2_01_4","doll","doll","1",TRUE,"3951","2015-04-27-10-22",11,"Male","27","[undefined]","0","doll_find","4"
"174","22","5","shoes_which_1_27_6","shoe","shoe","1",TRUE,"3365","2015-04-27-10-22",11,"Male","27","[undefined]","0","shoes_which","6"
"175","23","5","bear_where_1_25_1","bear","bear","0",TRUE,"3973","2015-04-27-10-22",11,"Male","27","[undefined]","0","bear_where_1","1"
"176","24","5","bear_look_1_28_2","bear","bear","0",TRUE,"3370","2015-04-27-10-22",11,"Male","27","[undefined]","0","bear_look","2"
"177","25","5","book_which_1_29_3","book","book","1",TRUE,"3076","2015-04-27-10-22",11,"Male","27","[undefined]","0","book_which","3"
"178","26","5","bear_which_1_26_4","bear","doll","0",FALSE,"4193","2015-04-27-10-22",11,"Male","27","[undefined]","0","bear_which","4"
"179","27","5","shoe_hey_2_29_5","shoe","shoe","1",TRUE,"4733","2015-04-27-10-22",11,"Male","27","[undefined]","0","shoe_hey","5"
"180","28","5","ball_which_2_05_6","ball","ball","0",TRUE,"3109","2015-04-27-10-22",11,"Male","27","[undefined]","0","ball_which","6"
"181","29","5","bird_where_2_00_6","bird","bird","0",TRUE,"3270","2015-04-27-10-22",11,"Male","27","[undefined]","0","bird_where_1","6"
"182","30","5","bird_look_1_26_3","bird","bird","0",TRUE,"3335","2015-04-27-10-22",11,"Male","27","[undefined]","0","bird_look","3"
"183","31","5","love_book_3_29_6","book","book","1",TRUE,"5247","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_book","6"
"184","32","5","cat_which_1_23_2","cat","bird","0",FALSE,"3313","2015-04-27-10-22",11,"Male","27","[undefined]","0","cat_which","2"
"185","33","5","bird_where_4_08_3","bird","bird","1",TRUE,"5669","2015-04-27-10-22",11,"Male","27","[undefined]","0","bird_where_4","3"
"186","34","5","book_where_4_03_1","book","car","0",FALSE,"6866","2015-04-27-10-22",11,"Male","27","[undefined]","0","book_where_4","1"
"187","35","5","book_look_2_06_6","book","book","0",TRUE,"3467","2015-04-27-10-22",11,"Male","27","[undefined]","0","book_look","6"
"188","36","5","car_which_1_29_4","car","car","1",TRUE,"2980","2015-04-27-10-22",11,"Male","27","[undefined]","0","car_which","4"
"189","37","5","love_cat_3_24_4","cat","cat","1",TRUE,"5672","2015-04-27-10-22",11,"Male","27","[undefined]","0","love_cat","4"
"190","38","5","book_where_2_05_6","book","book","0",TRUE,"3695","2015-04-27-10-22",11,"Male","27","[undefined]","0","book_where_2","6"
"191","1","6","cat_which_1_25_4","cat","cat","0",TRUE,"3709","2015-04-27-10-22",11,"Male","27","[undefined]","0","cat_which","4"
"192","2","6","shoes_where_3_26_1","shoe","shoe","1",TRUE,"5515","2015-04-27-10-22",11,"Male","27","[undefined]","0","shoes_where","1"
"193","3","6","bear_which_1_24_2","bear","bear","0",TRUE,"3234","2015-04-27-10-22",11,"Male","27","[undefined]","0","bear_which","2"
"194","4","6","doll_where_4_01_6","doll","doll","0",TRUE,"4904","2015-04-27-10-22",11,"Male","27","[undefined]","0","doll_where_3","6"
"195","5","6","shoe_hey_3_00_6","shoe","shoe","0",TRUE,"4729","2015-04-27-10-22",11,"Male","27","[undefined]","0","shoe_hey","6"
"196","6","6","bear_look_1_27_1","bear","doll","1",FALSE,"3500","2015-04-27-10-22",11,"Male","27","[undefined]","0","bear_look","1"
